name,price,usual_price,discount,description,url,image,categories,store
Lea & Perrins Worcestershire saus,2.09,2.09,null,"Zuur-pittige tafelsaus voor bij vlees- of visgerechten Ideaal bij een caesarsalade, filet americain of steak tartare Zonder smaakstoffen en conserveeringsmiddelen","https://www.ah.nl/producten/product/wi103/lea-en-perrins-worcestershire-saus
",https://static.ah.nl/dam/product/AHI_43545239363033333132?revLabel=4&rendition=800x800_JPG_Q90&fileType=binary,"Home/Producten/Soepen, sauzen, kruiden, olie/Smaakmakers/Tafelsauzen, toevoegingen/Worcester sauce",Albert Heijn
AH Aardappelballetjes,1.69,1.69,null,"Voorgebakken aardappelballetjes, van verse aardappelpuree. Frituur (175°C): maximaal 200-250 gram aardappelkroketjes gedurende 3-4 minuten. Laat na het frituren even uitlekken. Oven (220°C): bak de aardappelkroketjes 15-20 minuten in het midden van een voorverwarmde oven. Eenmaal keren. Bereidingswijze: Frituur, Oven Weetje of tip: Met wat Italiaanse roerbakgroente en kipreepjes serveer je in een handomdraai een heerlijke aardappelschotel. Prijsfavorieten: topkwaliteit en altijd laaggeprijsd PrijsfavorietVeganDiepvries","https://www.ah.nl/producten/product/wi107/ah-aardappelballetjes
",https://static.ah.nl/dam/product/AHI_434d50303130393731?revLabel=4&rendition=800x800_JPG_Q90&fileType=binary,Home/Producten/Diepvries/Aardappelproducten/Aardappelballetjes,Albert Heijn
Campina Halfvolle yoghurt vanillesmaak,2.15,2.15,null,"Deze yoghurt is mild van smaak en bevat van nature voedingstoffen die je dagelijks nodig hebt zoals calcium en proteine. Daarnaast besteden Campina boeren extra aandacht aan koe, natuur en klimaat. Zacht en mild van smaak Van nature rijk aan calcium, proteine en vitamine b4 Planetproof gecertificeerd en daarmee duurzamer geproduceerd Gemaakt van Nederlandse weidemelk Vega","https://www.ah.nl/producten/product/wi123/campina-halfvolle-yoghurt-vanillesmaak
",https://static.ah.nl/dam/product/AHI_43545239373933313234?revLabel=2&rendition=800x800_JPG_Q90&fileType=binary,"Home/Producten/Zuivel, plantaardig en eieren/Yoghurt en kwark/Yoghurt/Yoghurt met smaak/Vanille yoghurt",Albert Heijn
AH Galia meloen,2.85,2.85,null,"Wat is Nutri-Score? De Galiameloen is een sappige en zoete meloen. Lekker in een fruitsalade of in combinatie met parmaham. Smaak: Galiameloen heeft een sappige, zeer zoete smaak. Bewaren: Buiten de koelkast.","https://www.ah.nl/producten/product/wi141/ah-galia-meloen
",https://static.ah.nl/dam/product/AHI_434d50303133303437?revLabel=3&rendition=800x800_JPG_Q90&fileType=binary,"Home/Producten/Aardappel, groente, fruit/Fruit/Meloen, kokosnoot/Meloenen/Galia meloen",Albert Heijn
AH Koffiefilter no2 bruin,0.75,0.75,null,,"https://www.ah.nl/producten/product/wi159/ah-koffiefilter-no2-bruin
",https://static.ah.nl/dam/product/AHI_43545239383939343231?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,"Home/Producten/Frisdrank, sappen, koffie, thee/Koffie/Koffieverrijkers/Koffiefilters, suiker/Koffiefilter en overige/Koffiefilters",Albert Heijn
AH Smeerkaas naturel,0.75,0.75,null,"Wat is Nutri-Score? Kaas van Nederlandse bodem. Volle smeerkaas naturel met een volle, romige smaak. Smaak: Volromig en smeuïg Herkomst: Nederland Gemaakt van: Koemelk Prijsfavorieten: topkwaliteit en altijd laaggeprijsd Prijsfavoriet","https://www.ah.nl/producten/product/wi249/ah-smeerkaas-naturel
",https://static.ah.nl/dam/product/AHI_43545239383631323539?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,Home/Producten/Ontbijtgranen en beleg/Hartig broodbeleg/Smeerkaas,Albert Heijn
AH Zachte kruiden roomkaas,0.85,0.85,null,Wat is Nutri-Score? Verse roomkaas kruiden met knoflook en kruiden. Lekker makkelijk te smeren en ook handig om mee te koken. Smaak: Zacht en romig Herkomst: Denemarken Gemaakt van: Koemelk Prijsfavorieten: topkwaliteit en altijd laaggeprijsd PrijsfavorietVega,"https://www.ah.nl/producten/product/wi257/ah-zachte-kruiden-roomkaas
",https://static.ah.nl/dam/product/AHI_43545239383338323334?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,Home/Producten/Ontbijtgranen en beleg/Kaas beleg/Roomkaas/Roomkaas (kruiden),Albert Heijn
Chiarli 1860 Lambrusco bianco,2.39,2.39,null,"Kleur, smaak: wit, lichtzoet Druivenras: lambrusco Land, streek: Italie, Emilia Romagna Lekker bij: kaas, dessert VegaPrijswinnaar","https://www.ah.nl/producten/product/wi284/chiarli-1860-lambrusco-bianco
",https://static.ah.nl/dam/product/AHI_43545239393331383331?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,Home/Producten/Wijn en bubbels/Witte wijn/Overige witte wijn/Diverse witte wijn,Albert Heijn
AH Kattenbak houtkorrels,6.49,6.49,null,100% biologisch afbreekbaar Verspreidt een aangename houtgeur Multi-inzetbaar als bodembedekker voor knaagdieren Prijsfavoriet,"https://www.ah.nl/producten/product/wi294/ah-kattenbak-houtkorrels
",https://static.ah.nl/dam/product/AHI_43545239383535373739?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,Home/Producten/Huisdier/Katten/Kattenbakvulling,Albert Heijn
AH Fruitcocktail siroop,1.89,1.89,null,"Fruitcocktail van perziken, peren, ananas, druiven en kersen. Vegan","https://www.ah.nl/producten/product/wi309/ah-fruitcocktail-siroop
",https://static.ah.nl/dam/product/AHI_43545239363338373839?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,"Home/Producten/Soepen, sauzen, kruiden, olie/Conserven/Fruitconserven/Fruitmix (conserven)",Albert Heijn
AH Amsterdamse uien,0.59,0.59,null,Knapperig en friszoet Ook lekker in stoofgerechten Prijsfavorieten: topkwaliteit en altijd laaggeprijsd PrijsfavorietVegan,"https://www.ah.nl/producten/product/wi317/ah-amsterdamse-uien
",https://static.ah.nl/dam/product/AHI_43545239363338373939?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,"Home/Producten/Soepen, sauzen, kruiden, olie/Conserven/Groenteconserven/Augurken, uitjes/Uitjes",Albert Heijn
Greenminds Schrijfblok A4 gelinieerd,2.59,2.59,null,,"https://www.ah.nl/producten/product/wi319/greenminds-schrijfblok-a4-gelinieerd
",https://static.ah.nl/dam/product/AHI_43545239373638323636?revLabel=3&rendition=800x800_JPG_Q90&fileType=binary,"Home/Producten/Koken, tafelen, vrije tijd/Kantoorartikelen/Papierwaren/Schriften, notitieboekjes/Blocnotes",Albert Heijn
AH Blik brokjes zalm forel,0.79,0.79,null,Prijsfavorieten: topkwaliteit en altijd laaggeprijsd Prijsfavoriet,"https://www.ah.nl/producten/product/wi334/ah-blik-brokjes-zalm-forel
",https://static.ah.nl/dam/product/AHI_434d50363536323238?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,Home/Producten/Huisdier/Katten/Nat kattenvoer/Kattenvoer Singlepack,Albert Heijn
AH Blik brokjes wild gevogelte,0.79,0.79,null,Prijsfavorieten: topkwaliteit en altijd laaggeprijsd Prijsfavoriet,"https://www.ah.nl/producten/product/wi336/ah-blik-brokjes-wild-gevogelte
",https://static.ah.nl/dam/product/AHI_434d50363536323335?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,Home/Producten/Huisdier/Katten/Nat kattenvoer/Kattenvoer Singlepack,Albert Heijn
AH Blik brokjes kip kalkoen,0.79,0.79,null,Prijsfavorieten: topkwaliteit en altijd laaggeprijsd Prijsfavoriet,"https://www.ah.nl/producten/product/wi337/ah-blik-brokjes-kip-kalkoen
",https://static.ah.nl/dam/product/AHI_434d50363536323430?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,Home/Producten/Huisdier/Katten/Nat kattenvoer/Kattenvoer Singlepack,Albert Heijn
AH Pat met rund,0.89,0.89,null,"Voor de volwassen kat Rijk aan eiwitten, ter ondersteuning van een goede spieropbouw Bevat alle voedingsstoffen die je kat nodig heeft Met Beter leven certificaat voor de kat Prijsfavorieten: topkwaliteit en altijd laaggeprijsd Prijsfavoriet","https://www.ah.nl/producten/product/wi341/ah-pat-met-rund
",https://static.ah.nl/dam/product/AHI_43545239373435323830?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,Home/Producten/Huisdier/Katten/Nat kattenvoer/Kattenvoer Singlepack,Albert Heijn
AH Blik pate rund wild,0.95,0.95,null,Met natuurlijke oliën voor een gezonde huid en vacht Voor sterke botten en een gezond gebit Prijsfavorieten: topkwaliteit en altijd laaggeprijsd Prijsfavoriet,"https://www.ah.nl/producten/product/wi347/ah-blik-pate-rund-wild
",https://static.ah.nl/dam/product/AHI_434d50363536333335?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,Home/Producten/Huisdier/Honden/Nat hondenvoer,Albert Heijn
Conqueror Tawny port,6.99,6.99,null,"Druivenras: touriga nacional, touriga franca, tinto cao, tinta barroca, tinto roriz Land, streek: Portugal, Douro Lekker bij: kaas, dessert","https://www.ah.nl/producten/product/wi435/conqueror-tawny-port
",https://static.ah.nl/dam/product/AHI_43545239393434363533?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,"Home/Producten/Wijn en bubbels/Port, sherry/Port/Rode port/Tawny port",Albert Heijn
Grolsch Pilsener 6-pack,6.29,6.29,null,"Premium pilsener bier Smaak: hoppig, bitter en vol Bronze medaille bij world beer awards 2022 Alcoholpercentage: 5,0%","https://www.ah.nl/producten/product/wi446/grolsch-pilsener-6-pack
",https://static.ah.nl/dam/product/AHI_43545239393432383631?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,Home/Producten/Bier en aperitieven/Bier/Pils/Pils - blik,Albert Heijn
Appelsientje Tomatientje,2.09,2.09,null,"Bevat alleen van nature aanwezige fruitsuikers Alleen eventjes verhit voor houdbaarheid, dus geen conserveermiddelen 100% puur sap Van nature rijk aan vitamine C Vegan","https://www.ah.nl/producten/product/wi487/appelsientje-tomatientje
",https://static.ah.nl/dam/product/AHI_43545239383238303338?revLabel=2&rendition=800x800_JPG_Q90&fileType=binary,"Home/Producten/Frisdrank, sappen, koffie, thee/Groentesappen & drank/Groentesap & drank (gekoeld)",Albert Heijn
Chesterfield Orange,7.50,7.50,null,,"https://www.ah.nl/producten/product/wi524/chesterfield-orange
",https://static.ah.nl/__assets/zoeken/assets/0ecc1476.svg,"Home/Producten/Koken, tafelen, vrije tijd/Tabak/Sigaretten",Albert Heijn
Glorix Bleek original,1.69,1.69,null,"Gebruik Glorix original bleek voor een 100% hygienische reiniging Glorix extended power is de nieuwe generatie bleek met anti-kalk Tot 3x langer bescherming tegen kalkaanslag De formule beschermt het toilet actief, zelfs na het doorspoelen","https://www.ah.nl/producten/product/wi562/glorix-bleek-original
",https://static.ah.nl/dam/product/AHI_43545239393330323631?revLabel=3&rendition=800x800_JPG_Q90&fileType=binary,Home/Producten/Huishouden/Schoonmaakmiddelen/Bleekmiddel,Albert Heijn
AH Vuilnisemmerzakken 35L,2.19,2.19,null,Vervaardigd van: gerecycled plastic consumentenafval 58 cm x 70 cm Voor het beschermen van de vuilnisbak 20 stuks,"https://www.ah.nl/producten/product/wi565/ah-vuilnisemmerzakken-35l
",https://static.ah.nl/dam/product/AHI_43545239383731383333?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,"Home/Producten/Huishouden/Huishoudfolies, huishoudzakken/Vuilniszakken/Pedaalemmerzakken",Albert Heijn
AH Servetten 2-laags 33x33 cm wit,1.99,1.99,null,33 x 33 cm. 2-laags 50 stuks Voor dagelijks gebruik.,"https://www.ah.nl/producten/product/wi624/ah-servetten-2-laags-33x33-cm-wit
",https://static.ah.nl/dam/product/AHI_434d50313133333239?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,"Home/Producten/Koken, tafelen, vrije tijd/Tafelen/Servetten/Reguliere servetten",Albert Heijn
AH Tissues zacht & sterk,1.69,1.69,null,EU Ecolabel gecertificeerd Extra zacht voor de huid Sterk door 3 lagen,"https://www.ah.nl/producten/product/wi632/ah-tissues-zacht-en-sterk
",https://static.ah.nl/dam/product/AHI_43545239373737393133?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,"Home/Producten/Drogisterij/Tissues, watten/Tissues",Albert Heijn
AH Dikke bleek,0.85,0.85,null,Reinigt grondig en hygienisch schoon Prijsfavorieten: topkwaliteit en altijd laaggeprijsd Prijsfavoriet,"https://www.ah.nl/producten/product/wi648/ah-dikke-bleek
",https://static.ah.nl/dam/product/AHI_43545239363336363538?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,Home/Producten/Huishouden/Schoonmaakmiddelen/Bleekmiddel,Albert Heijn
AH Afwasmiddel citrus,1.19,1.19,null,Ultra ontvettend Zelfs de meest vette vaat wordt glanzend schoon Met een frisse citrusgeur Prijsfavorieten: topkwaliteit en altijd laaggeprijsd Prijsfavoriet,"https://www.ah.nl/producten/product/wi651/ah-afwasmiddel-citrus
",https://static.ah.nl/dam/product/AHI_43545239363734383431?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,"Home/Producten/Huishouden/Vaatwas, afwasmiddel/Afwasmiddel",Albert Heijn
AH Pizzabroodjes salami,1.39,1.39,null,"Knapperig frans pizza broodje belegd met tomaten saus, gesmolten kaas, salami, paprika, tomaten, uien en prei. De oven eerst voorverwarmen. Electrische oven 225°C, heteluchtoven 180°C, 12-15 min. De baktijd met 3-4 minuten verminderen bij een ontdooide pizza. Smaak: Salami Bereiden: Oven Diepvries","https://www.ah.nl/producten/product/wi732/ah-pizzabroodjes-salami
",https://static.ah.nl/dam/product/AHI_43545239363333393239?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,Home/Producten/Diepvries/Diepvries pizza/Pizzabroodjes,Albert Heijn
AH Pizza kaas tomaat,1.39,1.39,null,"Dunne krokante pizza bodem belegd met tomaten en mozzarella. De oven eerst voorverwarmen. Electrische oven 225°C, heteluchtoven 180°C, 10-12 min. De baktijd met 4 minuten verminderen bij een ontdooide pizza. Smaak: Kaas Tomaat Bereiden: Oven Prijsfavorieten: topkwaliteit en altijd laaggeprijsd PrijsfavorietVegaDiepvries","https://www.ah.nl/producten/product/wi737/ah-pizza-kaas-tomaat
",https://static.ah.nl/dam/product/AHI_434d50303539363233?revLabel=2&rendition=800x800_JPG_Q90&fileType=binary,Home/Producten/Diepvries/Diepvries pizza/Pizza (dunne bodem),Albert Heijn
AH Chantilly,3.49,3.49,null,"Hoorntjes met slagroomijs, chocoladesaus en krokante hazelnootjes, 8 stuks VegaDiepvries","https://www.ah.nl/producten/product/wi745/ah-chantilly
",https://static.ah.nl/dam/product/AHI_43545239383938353833?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,Home/Producten/Diepvries/IJs/Roomijs hoorntjes,Albert Heijn
AH Roomijs malaga,3.39,3.39,null,met in rum gewelde rozijnen VegaDiepvries,"https://www.ah.nl/producten/product/wi751/ah-roomijs-malaga
",https://static.ah.nl/dam/product/AHI_43545239383938353734?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,"Home/Producten/Zuivel, plantaardig en eieren/Toetjes/Roomijs/Roomschepijs",Albert Heijn
AH Roomijs stracciatella,2.79,2.79,null,Met stukjes pure chocolade VegaDiepvries,"https://www.ah.nl/producten/product/wi754/ah-roomijs-stracciatella
",https://static.ah.nl/dam/product/AHI_43545239383938353134?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,"Home/Producten/Zuivel, plantaardig en eieren/Toetjes/Roomijs/Roomschepijs",Albert Heijn
AH Roomijs vanille,2.79,2.79,null,Met gemalen vanillestokje VegaDiepvries,"https://www.ah.nl/producten/product/wi759/ah-roomijs-vanille
",https://static.ah.nl/dam/product/AHI_43545239383938353237?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,"Home/Producten/Zuivel, plantaardig en eieren/Toetjes/Roomijs/Roomschepijs",Albert Heijn
AH Aardappelschijfjes,1.89,1.89,null,"Typische smaak van aardappel Frituur (175°C): maximaal 200-250 gram aardappelschijfjes tegelijk gedurende 4-6 minuten. Laat de aardappelschijfjes na het frituren even uitlekken. Koekenpan: verhit boter en/of (olijf)olie en bak Bereidingswijze: Frituur, Koekenpan, Oven Weetje of tip: De aardappelschijfjes voor gebruik niet ontdooien. Prijsfavorieten: topkwaliteit en altijd laaggeprijsd PrijsfavorietVegaDiepvries","https://www.ah.nl/producten/product/wi765/ah-aardappelschijfjes
",https://static.ah.nl/dam/product/AHI_434d50303130393831?revLabel=2&rendition=800x800_JPG_Q90&fileType=binary,Home/Producten/Diepvries/Aardappelproducten/Aardappelschijfjes (diepvries),Albert Heijn
AH Spinazie fijn gesneden,0.59,0.59,null,"Jong geoogste gesneden spinazie, deelblokjes. Magnetron (700W): verwarm 200 gram bevroren spinazie 3 minuten in een afgedekte schaal. Doorroeren en nogmaals 2 minuten verwarmen. Steelpan: verwarm de bevroren spinazie op matige temperatuur. Regelmatig roeren. Bereidingswijze: Magnetron, Steelpan Weetje of tip: Binnen 4 uur na de oogst ingevroren. Met behoud van smaak, vitaminen en voedingsstoffen. Prijsfavorieten: topkwaliteit en altijd laaggeprijsd PrijsfavorietDiepvries","https://www.ah.nl/producten/product/wi769/ah-spinazie-fijn-gesneden
",https://static.ah.nl/dam/product/AHI_43545237303435363630?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,Home/Producten/Diepvries/Diepvries groente/Spinazie (diepvries),Albert Heijn
AH Aardappelkroketjes,1.19,1.19,null,"Voorgebakken aardappelkroketjes, van verse aardappelpuree. Frituur (175°C): maximaal 200-250 gram aardappelkroketjes gedurende 3-4 minuten. Laat na het frituren even uitlekken. Oven (220°C): bak de aardappelkroketjes 15-20 minuten in het midden van een voorverwarmde oven. Eenmaal keren. Bereidingswijze: Frituur, Oven Weetje of tip: Bak voor een gezondere bereidingswijze de aardappelkroketjes in de oven, in plaats van in de friteuse. Prijsfavorieten: topkwaliteit en altijd laaggeprijsd PrijsfavorietVeganDiepvries","https://www.ah.nl/producten/product/wi772/ah-aardappelkroketjes
",https://static.ah.nl/dam/product/AHI_43545239393131393330?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,Home/Producten/Diepvries/Aardappelproducten/Aardappelkroketten (diepvries),Albert Heijn
AH Tuinerwten fijn,0.89,0.89,null,"Uit de diepvries. 450 gram tuinerwten, extra fijn en vers van 't land. Prijsfavorieten: topkwaliteit en altijd laaggeprijsd PrijsfavorietVeganDiepvries","https://www.ah.nl/producten/product/wi788/ah-tuinerwten-fijn
",https://static.ah.nl/dam/product/AHI_434d50313635313937?revLabel=2&rendition=800x800_JPG_Q90&fileType=binary,Home/Producten/Diepvries/Diepvries groente/Tuinerwten (diepvries),Albert Heijn
AH Kabeljauw,5.49,5.49,null,"Uit de diepvries. 400 gram (4 porties) en graatvrij. De kabeljauw heeft fijn, stevig, wit visvlees. Prijsfavorieten: topkwaliteit en altijd laaggeprijsd PrijsfavorietDiepvries","https://www.ah.nl/producten/product/wi792/ah-kabeljauw
",https://static.ah.nl/dam/product/AHI_43545239363730323334?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,"Home/Producten/Vlees, kip, vis, vega/Vis/Diepvries vis/Kabeljauw (diepvries)",Albert Heijn
AH Vrieslollies,0.99,0.99,null,"IJslolly's om zelf in te vriezen met citroen-, framboos-, perzik-, kersen- en colasmaak IJslolly's Om in te vriezen PrijsfavorietVegan","https://www.ah.nl/producten/product/wi793/ah-vrieslollies
",https://static.ah.nl/dam/product/AHI_43545239393238353831?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,Home/Producten/Diepvries/IJs/Waterijsjes,Albert Heijn
AH Witte bonen in tomatensaus,0.69,0.69,null,Bonen van de beste teelt Eenvoudig te bereiden,"https://www.ah.nl/producten/product/wi796/ah-witte-bonen-in-tomatensaus
",https://static.ah.nl/dam/product/AHI_43545239383438363335?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,"Home/Producten/Aardappel, groente, fruit/Groente/Bonen, peulvruchten/Witte bonen/Witte bonen (conserven)",Albert Heijn
AH Lekkerbekjes,2.99,2.99,null,"Goudbruin gebakken lekkerbekjes gemaakt van Alaska koolvisfilet. Deze vis is afkomstig van duurzame visserij en verdient daarmee het MSC certificaat.  Eenvoudig te bereiden in oven, airfryer, koekenpan of frituur.  Een lekkere en duurzamere keuze voor tussendoor, lunch of maaltijd.  Vers ingevroren voor de beste kwaliteit. PrijsfavorietDiepvries","https://www.ah.nl/producten/product/wi799/ah-lekkerbekjes
",https://static.ah.nl/dam/product/AHI_43545239393330323733?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,"Home/Producten/Vlees, kip, vis, vega/Vis/Gepaneerde vis/Gepaneerde vis (diepvries)",Albert Heijn
AH Maiskorrels fris en knapperig,1.19,1.19,null,Heerlijk krokant en zoet van smaak Lekker bij de maaltijd of door salade Prijsfavorieten: topkwaliteit en altijd laaggeprijsd Prijsfavoriet,"https://www.ah.nl/producten/product/wi800/ah-maiskorrels-fris-en-knapperig
",https://static.ah.nl/dam/product/AHI_43545239363336363135?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,"Home/Producten/Aardappel, groente, fruit/Groente/Tomaat, paprika, mais/Mais/Maiskorrels (conserven)",Albert Heijn
AH Witte bonen in tomatensaus,0.75,0.75,null,Bonen van de beste teelt Eenvoudig te bereiden,"https://www.ah.nl/producten/product/wi805/ah-witte-bonen-in-tomatensaus
",https://static.ah.nl/dam/product/AHI_43545239383438363032?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,"Home/Producten/Aardappel, groente, fruit/Groente/Bonen, peulvruchten/Witte bonen/Witte bonen (conserven)",Albert Heijn
AH Wortelen,0.89,0.89,null,"Deze fijne worteltjes staan in een handomdraai op tafel. Lekker bij salades of een warme maaltijd met vis/vlees, aardappelen en groenten. Direct van het land in de pot. Alleen even opwarmen.","https://www.ah.nl/producten/product/wi806/ah-wortelen
",https://static.ah.nl/dam/product/AHI_43545239383434343934?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,"Home/Producten/Aardappel, groente, fruit/Groente/Wortelen, knollen/Wortelen/Wortelen (conserven)",Albert Heijn
AH Appelmoes 0%,1.89,1.89,null,Ah appelmoes extra kwaliteit zonder toegevoegde suikers. Door een juiste blend van appelen te selecteren is suiker toevoegen niet meer nodig. Een heerlijke pure volle appelmoes! Een fruitige aanvulling op elke maaltijd Zonder toegevoegde suikers Bevat enkel van nature aanwezige suikers Pure smaak van appel Vegan,"https://www.ah.nl/producten/product/wi810/ah-appelmoes-0
",https://static.ah.nl/dam/product/AHI_43545239383438363034?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,"Home/Producten/Soepen, sauzen, kruiden, olie/Conserven/Fruitconserven/Appelmoes, appelcompote/Appelmoes (in pot)",Albert Heijn
AH Appelmoes 0%,1.09,1.09,null,Zorgvuldig geselecteerde appels Naar authentiek recept Prijsfavorieten: topkwaliteit en altijd laaggeprijsd PrijsfavorietVegan,"https://www.ah.nl/producten/product/wi811/ah-appelmoes-0
",https://static.ah.nl/dam/product/AHI_43545239363334353637?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,"Home/Producten/Soepen, sauzen, kruiden, olie/Conserven/Fruitconserven/Appelmoes, appelcompote/Appelmoes (in pot)",Albert Heijn
AH Rabarbercompote,1.85,1.85,null,Rabarbercompote is heerlijk als bijgerecht of dessert of als friszoete toevoeging aan een kommetje yoghurt. Friszoet van smaak Voor ieder moment van de dag Ook lekker als saus bij vlees of vis,"https://www.ah.nl/producten/product/wi812/ah-rabarbercompote
",https://static.ah.nl/dam/product/AHI_43545239383735363630?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,"Home/Producten/Aardappel, groente, fruit/Groente/Asperge, artisjok, selderij, venkel/Rabarber/Rabarber (conserven)",Albert Heijn
AH Witte bonen,1.15,1.15,null,Bonen van de beste teelt Lekker bij de maaltijd of door salade,"https://www.ah.nl/producten/product/wi814/ah-witte-bonen
",https://static.ah.nl/dam/product/AHI_43545239383433353438?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,"Home/Producten/Aardappel, groente, fruit/Groente/Bonen, peulvruchten/Witte bonen/Witte bonen (conserven)",Albert Heijn
AH Appel-abrikozen compote,1.29,1.29,null,"Allergie-informatie: koemelk-, lactose- en glutenvrij. Vegan","https://www.ah.nl/producten/product/wi816/ah-appel-abrikozen-compote
",https://static.ah.nl/dam/product/AHI_43545239383735363239?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,"Home/Producten/Soepen, sauzen, kruiden, olie/Conserven/Fruitconserven/Appelmoes, appelcompote/Appelcompote",Albert Heijn
AH Appelcompote,0.89,0.89,null,Friszoet van smaak Heerlijk als bijgerecht of dessert Vegan,"https://www.ah.nl/producten/product/wi818/ah-appelcompote
",https://static.ah.nl/dam/product/AHI_43545239383735363332?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,"Home/Producten/Soepen, sauzen, kruiden, olie/Conserven/Fruitconserven/Appelmoes, appelcompote/Appelcompote",Albert Heijn
AH Gebroken sperziebonen,1.19,1.19,null,Ah gebroken sperziebonen zijn ideaal voor de meest uiteenlopende gerechten. Van salades tot rijstgerechten of als ingredient in een Zuid-Afrikaanse bobotie. 0% zout toegevoegd Kan zowel koud als warm geserveerd worden Prijsfavorieten: topkwaliteit en altijd laaggeprijsd Prijsfavoriet,"https://www.ah.nl/producten/product/wi822/ah-gebroken-sperziebonen
",https://static.ah.nl/dam/product/AHI_43545239383433353834?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,"Home/Producten/Aardappel, groente, fruit/Groente/Bonen, peulvruchten/Sperziebonen/Sperziebonen (conserven)",Albert Heijn
AH Gebroken sperziebonen,0.95,0.95,null,Gebroken sperziebonen zijn direct na oogst vers verwerkt en gebruiksklaar. 0% zout toegevoegd Van nature rijk aan voedingsvezels Direct na oogst vers verwerkt Voor zowel warme als koude gerechten,"https://www.ah.nl/producten/product/wi823/ah-gebroken-sperziebonen
",https://static.ah.nl/dam/product/AHI_43545239383434343931?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,"Home/Producten/Aardappel, groente, fruit/Groente/Bonen, peulvruchten/Sperziebonen/Sperziebonen (conserven)",Albert Heijn
AH Tuinbonen,1.65,1.65,null,Bonen van de beste teelt Makkelijk te verwerken in gerechten Vegan,"https://www.ah.nl/producten/product/wi824/ah-tuinbonen
",https://static.ah.nl/dam/product/AHI_43545239383433353530?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,"Home/Producten/Soepen, sauzen, kruiden, olie/Conserven/Groenteconserven/Bonen, peulvruchten (conserven)/Tuinbonen (conserven)",Albert Heijn
AH Kapucijners,2.15,2.15,null,Dit oer-Hollandse product staat in de wintermaanden geregeld op de Nederlandse eettafels. Nostalgisch Eenvoudig te bereiden Makkelijk en snel op tafel Prijsfavorieten: topkwaliteit en altijd laaggeprijsd PrijsfavorietVegan,"https://www.ah.nl/producten/product/wi825/ah-kapucijners
",https://static.ah.nl/dam/product/AHI_43545239383438363030?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,"Home/Producten/Soepen, sauzen, kruiden, olie/Conserven/Groenteconserven/Bonen, peulvruchten (conserven)/Velderwten (conserven)",Albert Heijn
AH Doperwten wortelen,1.15,1.15,null,"Een klassieke, Hollandse combinatie van 2 smakelijke groenten voor zowel warme als koude gerechten. Makkelijk en snel op tafel! Voor de kids: serveer met vissticks en patat Basis voor vele gerechten Vegan","https://www.ah.nl/producten/product/wi833/ah-doperwten-wortelen
",https://static.ah.nl/dam/product/AHI_43545239383433353439?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,"Home/Producten/Soepen, sauzen, kruiden, olie/Conserven/Groenteconserven/Groentemix (conserven)/Doperwten/wortelen (conserven)",Albert Heijn
